Brewery_Beer,Type_Names,Type_Counts,Style,Location,Country,Date
Gordon Biersch Dunkles,,,European-Style Dark/Münchner Dunkel,United States - California,United States ,10/5/00
Boscos Dunkel,,,European-Style Dark/Münchner Dunkel,United States - Tennessee,United States ,10/5/00
Bluegrass Altbier,,,German-Style Brown Ale/Düsseldorf-Style Altbier,United States - Kentucky,United States ,10/5/00
Stone Arrogant Bastard Ale,,,Imperial or Double IPA,United States - California,United States ,10/5/00
Stone Pale Ale,,,American-Style (Extra Special) Strong Bitter,United States - California,United States ,10/5/00
Stone 4th Anniversary IPA,,,American-Style IPA,United States - California,United States ,10/5/00
Stone Smoked Porter,,,Smoke-Flavored Beer,United States - California,United States ,10/5/00
Baltimore DeGroen's Rauchbock,,,Smoke-Flavored Beer,United States - Maryland,United States ,10/5/00
Baltimore DeGroen's Dunkles,,,European-Style Dark/Münchner Dunkel,United States - Maryland,United States ,10/5/00
Stone Coast (Portland) Sunday River Alt,,,German-Style Brown Ale/Düsseldorf-Style Altbier,United States - Maine,United States ,10/5/00
Mountain Sun Altmans Alt,,,German-Style Brown Ale/Düsseldorf-Style Altbier,United States - Colorado,United States ,10/5/00
Squatters Black Forest Schwarzbier,,,German-Style Schwarzbier,United States - Utah,United States ,10/5/00
Second Street Altbier,,,German-Style Brown Ale/Düsseldorf-Style Altbier,United States - New Mexico,United States ,10/5/00
Union Colony Old 8444 Alt,,,German-Style Brown Ale/Düsseldorf-Style Altbier,United States - Colorado,United States ,10/5/00
Wolf Pack Lone Mountain Altbier,,,German-Style Brown Ale/Düsseldorf-Style Altbier,United States - Montana,United States ,10/5/00
Rio Salado Thunderhead Schwarz Bier,,,German-Style Schwarzbier,United States - Arizona,United States ,10/5/00
Widmer Alt,,,German-Style Brown Ale/Düsseldorf-Style Altbier,United States - Oregon,United States ,10/5/00
Free State (Brewpub) Ad Astra Ale,,,German-Style Brown Ale/Düsseldorf-Style Altbier,United States - Kansas,United States ,10/5/00
SandLot Oktoberfest,,,German-Style Märzen/Oktoberfest,United States - Colorado,United States ,10/5/00
SandLot Barleywine,,,Barley Wine-Style Ale,United States - Colorado,United States ,10/5/00
Tabernash Oktoberfest,,,German-Style Märzen/Oktoberfest,United States - Colorado,United States ,10/5/00
Wolf Tongue Mister Hoppy IPA,,,American-Style IPA,United States - Colorado,United States ,10/5/00
Rockyard Hopyard IPA,,,American-Style IPA,United States - Colorado,United States ,10/5/00
Paulaner 1634 Urtyp Hell,,,Münchner-Style Helles,Germany - Bayern,Germany ,10/5/00
Belle-Vue Gueuze,,,Belgian-Style Gueuze Lambic,Belgium - Brussel,Belgium ,10/5/00
Berliner Kindl Weisse,,,Berliner-Style Weisse (Wheat),Germany - Berlin,Germany ,10/4/00
Golden City Brain Damage,,,Old Ale,United States - Colorado,United States ,10/4/00
Holsten Duckstein Original,,,German-Style Brown Ale/Düsseldorf-Style Altbier,Germany - Hamburg,Germany ,10/4/00
Youngs Old Nick,,,Barley Wine-Style Ale,United Kingdom - London,United Kingdom ,10/3/00
Hawks Super Natural ESB,,,English-Style (Extra Special) Strong Bitter,United States - Oregon,United States ,10/2/00
Dupont Forêt,,,French & Belgian-Style Saison,Belgium - Hainaut,Belgium ,10/2/00
Dupont Moinette Blonde,,,French & Belgian-Style Saison,Belgium - Hainaut,Belgium ,10/2/00
Silenrieux Joseph Spelt Ale,,,Specialty Beer,Belgium - Namur,Belgium ,10/1/00
Cantillon Bruocsella 1900 Grand Cru,,,Belgian-Style Lambic,Belgium - Brussel,Belgium ,10/1/00
Abbaye Des Rocs Montagnarde,,,Belgian-Style Dark Strong Ale,Belgium - Hainaut,Belgium ,10/1/00
Abbaye Des Rocs Blanche des Honnelles,,,Belgian Style White (or Wit) / Belgian-Style Wheat,Belgium - Hainaut,Belgium ,9/30/00
Abbaye Des Rocs Spéciale Noël,,,Belgian-Style Pale Strong Ale,Belgium - Hainaut,Belgium ,9/30/00
Abbaye Des Rocs Belgian Burgundy Ale,,,Belgian-Style Dark Strong Ale,Belgium - Hainaut,Belgium ,9/25/00
Okocim Porter,,,Robust Porter,Poland,Poland,9/25/00
Budějovický Měšťanský Crystal Diplomat Dark Beer,,,European-Style Dark/Münchner Dunkel,Czech Republic,Czech Republic,9/25/00
Boon Geuze,,,Belgian-Style Gueuze Lambic,Belgium - Vlaams Brabant,Belgium ,9/25/00
Fullers 1845 Celebration Ale,,,Strong Ale,United Kingdom - London,United Kingdom ,9/25/00
Fullers Fuller's London Porter,,,Robust Porter,United Kingdom - London,United Kingdom ,9/25/00
Youngs Special London Ale / SLA,,,Old Ale,United Kingdom - London,United Kingdom ,9/24/00
Orkney Dark Island,,,Robust Porter,United Kingdom - Scotland,United Kingdom ,9/24/00
Radegast Premium,,,Bohemian-Style Pilsener,Czech Republic,Czech Republic,9/24/00
Rodenbach Grand Cru,,,Belgian-Style Flanders/Oud Bruin Ale,Belgium - West-Vlaanderen,Belgium ,9/23/00
Eggenberger Urbock 23°,,,German-Style Strong Doppelbock,Austria,Austria,9/23/00
Van Honsebrouck Brigand,,,Belgian-Style Pale Strong Ale,Belgium - West-Vlaanderen,Belgium ,9/22/00
Żywiec Krakus,,,German-Style Pilsener,Poland,Poland,9/22/00
Kenya Tusker Premium Lager,,,American-Style Lager,Kenya,Kenya,9/22/00
Boon Kriek,,,Belgian-Style Fruit Lambic,Belgium - Vlaams Brabant,Belgium ,9/21/00
Okocim Zagłoba,,,German-Style Pilsener,Poland,Poland,9/21/00
Anchor Small Beer,,,English-Style Pale Mild Ale,United States - California,United States ,9/20/00
Dubuisson Clovis,,,Belgian Style White (or Wit) / Belgian-Style Wheat,Belgium - Hainaut,Belgium ,9/20/00
Moorhouse Black Cat,,,English-Style Dark Mild Ale,United Kingdom - Lancashire,United Kingdom ,9/19/00
Unibroue Don De Dieu,,,Belgian-Style Pale Strong Ale,Canada - Québec,Canada ,9/17/00
Delafield Oats and Barley Stout,,,Oatmeal Stout,United States - Wisconsin,United States ,9/13/00
Delafield Oktoberfest,,,German-Style Märzen/Oktoberfest,United States - Wisconsin,United States ,9/13/00
Water Street Lake Country Irish Red,,,American-Style Amber/Red Ale,United States - Wisconsin,United States ,9/13/00
Water Street Lake Country Old World Oktoberfest,,,German-Style Märzen/Oktoberfest,United States - Wisconsin,United States ,9/13/00
Water Street Lake Country Pale Ale,,,American-Style Pale Ale,United States - Wisconsin,United States ,9/13/00
Water Street Lake Country Amber,,,American-Style Amber/Red Ale,United States - Wisconsin,United States ,9/13/00
Water Street Lake Country Bavarian Weiss Beer,,,South German-Style Hefeweizen/Hefeweissbier,United States - Wisconsin,United States ,9/13/00
Water Street Lake Country Pils,,,Bohemian-Style Pilsener,United States - Wisconsin,United States ,9/13/00
Water Street Lake Country Honey Lager Light,,,American-Style Lager,United States - Wisconsin,United States ,9/13/00
Stout Brothers Celtic Cross Stout,,,Classic Irish-Style Dry Stout,United States - Wisconsin,United States ,8/25/00
Stout Brothers Taverner Nut Brown Ale,,,English-Style Brown Ale,United States - Wisconsin,United States ,8/25/00
Stout Brothers Underground IPA,,,American-Style IPA,United States - Wisconsin,United States ,8/25/00
Stout Brothers Yodeler Weisse,,,South German-Style Hefeweizen/Hefeweissbier,United States - Wisconsin,United States ,8/25/00
Stout Brothers The Yank Cream Ale,,,American Lager/Ale or Cream Ale,United States - Wisconsin,United States ,8/25/00
Stout Brothers Stronghold Pilsner,,,Bohemian-Style Pilsener,United States - Wisconsin,United States ,8/25/00
Moylan's Imperial Stout,,,Imperial Stout,United States - California,United States ,8/20/00
Moylan's Old Blarney Barleywine,,,Barley Wine-Style Ale,United States - California,United States ,8/19/00
Marin Eldridge Grade White Knuckle Ale,,,Imperial or Double IPA,United States - California,United States ,8/19/00
Moylan's Kilt Lifter Scottish Ale,,,Traditional Strong Scotch Ale,United States - California,United States ,8/17/00
Moylan's India Pale Ale,,,American-Style IPA,United States - California,United States ,8/11/00
Jasper Ridge Irish Gallagher's Stout,,,Classic Irish-Style Dry Stout,United States - Michigan,United States ,8/9/00
Jasper Ridge Jasper Brown Ale,,,English-Style Brown Ale,United States - Michigan,United States ,8/9/00
Jasper Ridge Red Earth Pale Ale,,,American-Style Pale Ale,United States - Michigan,United States ,8/9/00
Jasper Ridge Iron Red Ale,,,American-Style Amber/Red Ale,United States - Michigan,United States ,8/9/00
Jasper Ridge Jasper Lyte,,,American-Style Pale Ale,United States - Michigan,United States ,8/9/00
Jasper Ridge Rope's Golden Wheat,,,Light American Wheat Beer with Yeast,United States - Michigan,United States ,8/9/00
Marquette Harbor Gaine's Rock Bock,,,Traditional German-Style Bock,United States - Michigan,United States ,8/9/00
Marquette Harbor Spear's Tug Stout,,,Classic Irish-Style Dry Stout,United States - Michigan,United States ,8/9/00
Marquette Harbor Plank Road Pale Ale,,,American-Style Pale Ale,United States - Michigan,United States ,8/9/00
Marquette Harbor Captain Ripley's Red Ale,,,American-Style Amber/Red Ale,United States - Michigan,United States ,8/9/00
Marquette Harbor Amber Ale,,,American-Style Amber/Red Ale,United States - Michigan,United States ,8/9/00
Marquette Harbor Canadian Blonde Ale,,,Golden or Blonde Ale,United States - Michigan,United States ,8/9/00
Hereford & Hops (Escanaba) Stump Sitter Stout,,,Classic Irish-Style Dry Stout,United States - Michigan,United States ,8/9/00
Hereford & Hops (Escanaba) Peninsula Porter,,,Robust Porter,United States - Michigan,United States ,8/9/00
Hereford & Hops (Escanaba) Cleary Red,,,American-Style Amber/Red Ale,United States - Michigan,United States ,8/9/00
Hereford & Hops (Escanaba) Wolverine Wheat Beer,,,South German-Style Hefeweizen/Hefeweissbier,United States - Michigan,United States ,8/9/00
Hereford & Hops (Escanaba) Lichthaus Lager,,,American-Style Lager,United States - Michigan,United States ,8/9/00
Hereford & Hops (Escanaba) Whitetail Ale,,,American-Style Pale Ale,United States - Michigan,United States ,8/9/00
Marin San Quentin's Breakout Stout,,,Foreign (Export)-Style Stout,United States - California,United States ,8/8/00
Moylan's Moylannium Ale,,,Barley Wine-Style Ale,United States - California,United States ,8/5/00
Marin Point Reyes Porter,,,Robust Porter,United States - California,United States ,7/24/00
Marin I.P.A.,,,American-Style IPA,United States - California,United States ,7/17/00
Marin Albion Amber Ale,,,English-Style Brown Ale,United States - California,United States ,7/17/00
Marin Mt. Tam Pale Ale,,,American-Style Pale Ale,United States - California,United States ,7/14/00
Marin Hefe Weiss,,,Light American Wheat Beer with Yeast,United States - California,United States ,7/12/00
Asahi (HQ) Kuronama,,,Robust Porter,Japan - Tōkyō-to,Japan ,7/11/00
SweetWater 420 Extra Pale Ale,,,American-Style Pale Ale,United States - Georgia,United States ,7/11/00
Northwest Brewwërks Kirkland Ale,,,American-Style Pale Ale,United States - Washington,United States ,7/11/00
Hida Takayama Weizen,,,South German-Style Hefeweizen/Hefeweissbier,Japan - Gifu-ken,Japan ,7/11/00
Vysoký Chlumec Knight / Knítže Světlý Ležák,,,Bohemian-Style Pilsener,Czech Republic,Czech Republic,7/7/00
Kiuchi Hitachino Nest Beer Weizen,,,Belgian Style White (or Wit) / Belgian-Style Wheat,Japan - Ibaraki-ken,Japan ,7/7/00
Ross Valley Kölsch,,,German-Style Kölsch/Köln-Style Kölsch,United States - California,United States ,7/6/00
Agassiz Catfish Cream Ale,,,American Lager/Ale or Cream Ale,Canada - Manitoba,Canada ,7/6/00
Leinenkugel (Phoenix) Splitfinger Stout,,,Classic Irish-Style Dry Stout,United States - Arizona,United States ,7/3/00
Delafield Noch Einmal Dunkel,,,European-Style Dark/Münchner Dunkel,United States - Wisconsin,United States ,7/3/00
Onuma Kolsch,,,German-Style Kölsch/Köln-Style Kölsch,Japan - Fukushima-ken,Japan ,6/21/00
Capital Kloster Weizen,,,South German-Style Hefeweizen/Hefeweissbier,United States - Wisconsin,United States ,6/20/00
Lefebvre Floreffe Double,,,Belgian-Style Dubbel,Belgium - Brabant Wallon,Belgium ,6/20/00
Matilda Bay Redback Original Wheat Beer,,,South German-Style Hefeweizen/Hefeweissbier,Australia - Victoria,Australia ,6/20/00
Hofmühl Dunkel,,,European-Style Dark/Münchner Dunkel,Germany - Bayern,Germany ,6/17/00
Mishawaka Founder's Stout,,,Classic Irish-Style Dry Stout,United States - Indiana,United States ,6/16/00
Gardens Amagase Busby Stout,,,Classic Irish-Style Dry Stout,Japan - Kyōto-fu,Japan ,6/16/00
Beck's Non-Alcoholic,,,Non-Alcoholic (Beer) Malt Beverage,Germany - Bremen,Germany ,6/7/00
Widmer Sweet Betty Classic Blonde Ale,,,Golden or Blonde Ale,United States - Oregon,United States ,6/16/00
Shaftebury Cream Ale,,,English-Style Pale Mild Ale,Canada - British Columbia,Canada ,6/16/00
Stewart's Highlander Stout,,,Classic Irish-Style Dry Stout,United States - Delaware,United States ,6/13/00
Poka Beer Works Ale Golden,,,(Special) Best Bitter,Japan - Aichi-ken,Japan ,6/13/00
Sweetwater (Centreville) Flying Armadillo Porter,,,Robust Porter,United States - Virginia,United States ,6/12/00
Gold Coast Golden Harvest Weizenbier,,,South German-Style Hefeweizen/Hefeweissbier,Australia - Queensland,Australia ,6/12/00
Okanagan Spring Premium Lager,,,Münchner-Style Helles,Canada - British Columbia,Canada ,6/11/00
Brick Premium Lager,,,American-Style Lager,Canada - Ontario,Canada ,6/11/00
Eldridge Pope Thomas Hardy's Ale 1999,,,Old Ale,United Kingdom - Dorset,United Kingdom ,5/30/00
Central Waters Kosmyk Charlie's Y2K Catastrophe Ale,,,Barley Wine-Style Ale,United States - Wisconsin,United States ,5/25/00
La Constancia Regia Extra,,,American-Style Lager,El Salvador,El Salvador,5/25/00
La Constancia Suprema,,,American-Style Lager,El Salvador,El Salvador,5/25/00
Hinterland Weizen Bier,,,South German-Style Hefeweizen/Hefeweissbier,United States - Wisconsin,United States ,5/22/00
Central Waters Happy Heron Pale Ale,,,American-Style Pale Ale,United States - Wisconsin,United States ,5/21/00
Central Waters Mudpuppy Porter,,,Robust Porter,United States - Wisconsin,United States ,5/21/00
Fratellos (Appleton) Oatmeal Stout,,,Oatmeal Stout,United States - Wisconsin,United States ,5/21/00
Fratellos (Appleton) Rye,,,American-Style Rye Beer,United States - Wisconsin,United States ,5/21/00
Great Dane (Downtown) Old Scratch Barleywine 2000,,,Barley Wine-Style Ale,United States - Wisconsin,United States ,5/21/00
Great Dane (Downtown) Uber APA,,,American-Style Pale Ale,United States - Wisconsin,United States ,5/21/00
Capital Weizen Doppelbock,,,South German-Style Weizenbock/Weissbock,United States - Wisconsin,United States ,5/21/00
Lakefront Old 3rd Street XXX Belgian Strong Ale,,,Belgian-Style Dark Strong Ale,United States - Wisconsin,United States ,5/21/00
Tyranena Fighting Finches Bock,,,Traditional German-Style Bock,United States - Wisconsin,United States ,5/21/00
Tyranena Stone Teepee Pale Ale,,,American-Style Pale Ale,United States - Wisconsin,United States ,5/21/00
Eldridge Pope Thomas Hardy's Ale 1998,,,Old Ale,United Kingdom - Dorset,United Kingdom ,5/18/00
Gösser (Leoben) Stiftsbräu / Dark Beer,,,European-Style Dark/Münchner Dunkel,Austria,Austria,5/17/00
Gösser (Graz) Spezial,,,Dortmunder/European-Style Export,Austria,Austria,5/17/00
Egan Cinco de Mayo Cerveza Jalapeño,,,Herb and Spice Beer,United States - Wisconsin,United States ,5/19/00
Egan Stüvenbräu Maibock,,,German-Style Heller Bock/Maibock,United States - Wisconsin,United States ,5/19/00
Egan Wilsteraner Altbier,,,German-Style Brown Ale/Düsseldorf-Style Altbier,United States - Wisconsin,United States ,5/12/00
Broughton Kinmount Willie Stout,,,Sweet Stout or Cream Stout,United Kingdom - Scotland,United Kingdom ,5/4/00
Paulaner Hacker-Pschorr Weisse Bock,,,South German-Style Weizenbock/Weissbock,Germany - Bayern,Germany ,5/3/00
Van Eecke Poperings Hommel Ale,,,Belgian-Style Pale Ale,Belgium - West-Vlaanderen,Belgium ,5/3/00
Greene King Olde Suffolk,,,Old Ale,United Kingdom - Suffolk,United Kingdom ,5/1/00
Kulmbacher Kapuziner Gold,,,South German-Style Hefeweizen/Hefeweissbier,Germany - Bayern,Germany ,4/30/00
